productType,productName,price,url,description,terrain,abilityLevel,rockerType,turningRadius,tailType,materials,warranty
Ski,Black Crows Atris Skis 2023,$899.95,https://www.evo.com/skis/black-crows-atris-2023,"The Atris is one of the most popular birds in the Black Crows' flock. This traditionally cambered freeride ski has one of the most balanced skill sets around. It is the quintessential playful charger, providing excellent high end performance in freeride-style lines, while also remaining smooth and accessible for all-mountain endeavors. With a 105mm width that's floaty enough for powder days and maneuverable enough for groomers, the Black Crows Atris Skis are an excellent choice for competent all-mountain skiers looking to tackle any day of the season.","All-Mountain, Big Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,Wood,2 Years
Ski,Salomon QST Lux 92 Skis - Women's 2023,$549.99,https://www.evo.com/skis/salomon-qst-lux-92-womens-2023,"Once you've got a taste of the Salomon QST Lux 92 Skis, your days on the mountain will never be the same. From East Coast groomers to Northwest volcanoes, these skis can handle and type of terrain with style, fun, and flair. They're made with the highest quality materials available and shaped for smooth edge transfer, tons of pop, and lightweight pivotability.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Flax, Metal, Wood",2 Years
Ski,Black Crows Captis Birdie Skis - Women's 2023,$649.95,https://www.evo.com/skis/black-crows-captis-birdie-womens-2023,"The all-mountain ease of the Black Crows Captis Birdie Skis will captivate you with it's style. These smooth-turning skis are like a finely honed fusion delicacy. They borrow a bit from freestyle skis, a bit from carving skis, and a bit from freeride skis to give you an all-around platform that can do anything in the resort with surprising simplicity. They feature a versatile mid-skinny 90mm waist, a gentle flex, and the right blend of camber underfoot and rocker at the tips and tails. Set the Captis free and unlock playful, progressive riding across the whole mountain.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Short,Partial Twin Tip,Wood,2 Years
Ski,K2 Reckoner 92 Skis ​+ Squire 10 Quikclik Bindings 2023,$399.95,https://www.evo.com/ski-packages/k2-reckoner-92-skis-m2-10-quikclik-bindings,"If you're looking to make the step up from rentals, the K2 Reckoner 92 Skis + Squire 10 Quikclik Bindings are a great way to go. You get a solid versatile binding and fun-filled, easy-to-ride ski all in one sweet package. The Reckoner 92 is an all-mountain twin tip, meant to excel in the park and on any terrain you can find in the resort. If you like to take a playful approach to you skiing, the Reckoner 92 will help you unlock that next level of progression.","Park & Pipe, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Short,Full Twin Tip,Wood,2 Years
Ski,Nordica Enforcer 100 Skis 2023,$799.99,https://www.evo.com/skis/nordica-enforcer-100-2023,"It's not easy to make a ski that's universally loved by seriously badass skiers, and at the same time a no brainer to recommend to strong intermediates. But that's exactly what Nordica has done with the Nordica Enforcer 100 Skis. The Enforcer line has by now become a perennial staple in ""Best Ski of the Year"" discussions, and the latest rendition is no different. A stout flex underfoot is backed up by two sheets of titanal for smooth stability and edge hold through chop, but when it comes time to transfer your weight, the ski happily flicks over to the other edge, making for a surprisingly user friendly ride. If you haven't gotten on an Enforcer by now, do yourself a favor - the hype is fully deserved.",All-Mountain,Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Metal, Wood",1 Year
Ski,Völkl Revolt 104 Skis 2023,$649.99,https://www.evo.com/skis/volkl-revolt-104-2023,"OK, there isn't two feet of fresh but you still want that versatile surfy ride and the ability to throw the skis sideways to scrub speed once in a while. What have ya got? If the answer isn't ""Völkl Revolt 104 Skis,"" you're missing out. The Revolt 104 fills the gap between the mondo-wide 121 and whatever you use for your groomer days seamlessly, giving you the best of all worlds. Quick and intuitive in the trees, precise enough to rail the groomed, and enough float for those ""medium deep"" days that pack out in 2 hours. Yeah, time to get a pair.","Park & Pipe, All-Mountain, Big Mountain",Advanced-Expert,Rocker/Camber/Rocker,Medium,Full Twin Tip,Wood,1 Year
Ski,Blizzard Rustler 9 Skis,$649.95,https://www.evo.com/outlet/skis/blizzard-rustler-9-2023,"A funny thing happened in the winter of '21-22. Winter went dry for months in most of North America, and the wide ski powder maniacs were stuck for a low tide answer. A few of them got out on the Blizzard Rustler 9 Skis and were blown away. Who woulda thought, with that rocker line and limited edge contact, but here is ski that can rail with the best of the flat-tailed carvers and not punish the rider in bumps and re-frozen slop! The Titanal D.R.T. laminate does just what it was intended to do, namely smooth out the ride and make the ski feel uber-confident at speed, and the tail rocker means the Rustler doesn't lock in and take you for a ride. Do yourself a favor and check these out.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Short,Partial Twin Tip,"Carbon, Metal, Wood",1 Year
Ski,Blizzard Rustler 10 Skis,$749.95,https://www.evo.com/outlet/skis/blizzard-rustler-10-2023,"With a versatile 100mm+ waist and balanced Carbon Flipcore construction, the Blizzard Rustler 10 Skis live in the Goldilocks zone where anything is possible. Firm groomers? No problem, the Rustlers will lay trenches. 8 inches of fresh overnight? Great, the Rustlers can surf with the best of 'em. Chop and chunder? Please, the Rustlers eat those for breakfast. If you're after a setup that's capable of handling anything you put in front of it no questions asked, look no further than the Blizzard Rustler 10 Skis.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Metal, Wood",1 Year
Ski,Rossignol Experience 86 Basalt Skis 2023,$599.95,https://www.evo.com/skis/rossignol-experience-86-basalt,"With an emphasis on light and snappy performance, the Rossignol Experience 86 Basalt Skis are a great choice for corduroy connoisseurs who like to play in the fluffy stuff from time to time. A super light Paulownia core with Basalt Fiber for strength and dampening delivers top shelf performance without the added weight of metal, while an all mountain friendly 86mm waist width means the Experience 86 Basalt is fully capable of exploring off trail when the mood strikes.",All-Mountain,Intermediate-Advanced,Rocker/Camber,Short,Flat,"Basalt, Wood",2 Years
Ski,Season Kin Skis 2023,$599.00,https://www.evo.com/skis/season-kin,"Forget gate bashing, aerodynamic optimization, and torture devices disguised as ski boots. Skiing is supposed to be fun, remember? The Season Kin Skis know it, and they won't let you forget. These twin tools of all mountain destruction are perfect for skiers who view the resort as one giant playground, boasting a playful, pressable flex and a versatile sub-100mm waist width that hits the sweet spot for life spent both in and out of the park.","Park & Pipe, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Short,Full Twin Tip,Wood,Limited Lifetime
Ski,Salomon QST Blank Skis 2023,$799.95,https://www.evo.com/skis/salomon-qst-blank-2022,"The QST line has been the stuff of freeride legend since its inception. Now, it welcomes a new member. Looking to fill in a slot between the pow-specific 118 and the all-mountain 106, Salomon turned to their stacked roster of pro skiers and gave them a blank slate to design the best freeride sticks possible. The result is the aptly named Salomon QST Blank Skis. With a 112mm waist, a snappy and stable feel, and a bomber construction, these skis are as well rounded as they come. They excel in soft snow, thrive on speed, and are as comfortable weaving trees and spinning off side hits as they are gunning lines and stomping big drops. They're accessible, powerful, and simply excellent for any skilled jack-of-all-trades skier.","All-Mountain, Big Mountain, Powder",Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Flax, Wood",2 Years
Ski,Armada Declivity 92 Ti Skis 2023,$699.95,https://www.evo.com/skis/armada-declivity-92-ti-2023,"Powder slashes are out, groomer trenches are in. The Armada Declivity 92 Ti Skis are here to help you liven up the days where the forecast is uninspiring. These frontside firecrackers have the gumption and gusto you need to hip drag your way across the fresh cord, leaving slow signs flapping forlornly in your wake. They carve like a race ski, absorb vibration like a freeride ski, and pop like a park ski. They're traditional skis done in an untraditional way, all with the goal of making you have more fun all season long.",All-Mountain,Advanced-Expert,Rocker/Camber,Long,Flat,"Carbon, Metal, Wood",2 Years
Ski,Atomic Bent 110 Skis 2023,$699.95,https://www.evo.com/skis/atomic-bent-110-2023,"It's not for us to decide which skis are most deserving of your attention, but if the Atomic Bent 110 Skis don't appear on your shortlist, we're ready to stage an intervention. As the middle child of the newly expanded Atomic Bent family, the Bent 110s combine the freeride power of the 120s with the all mountain capability of the 100s. With floatation enhancing HRZN tech tips and tails and Atomic's snappy Light Woodcore, they deliver resort shredding, backcountry busting performance you can count on every. single. day. Topped off with Chris Benchetler's most fluid, creative artwork to date, the Bent 110s may be the last skis you'll ever need.","All-Mountain, Big Mountain, Alpine Touring",Advanced-Expert,Rocker/Camber/Rocker,Medium,Full Twin Tip,"Carbon, Wood",2 Years
Ski,Salomon QST Lux 92 Skis - Women's,$499.99,https://www.evo.com/outlet/skis/salomon-qst-lux-92-womens-2022,"The Salomon QST Lux 92 Skis hit the spot for frontside freeriders who like to sample everything the mountain has to offer. If that sounds like an oxymoron, spend a day on the QST Lux 92s and you'll see what we mean. They're light and nimble, with a 92mm waist that lends itself towards quick, energetic turns on corduroy, but dip into the trees and you'll find them equally capable, with just the right amount of rocker to handle 4"" of fresh. If you're looking for something a little more versatile - and a whole lot more fun - than your old carving skis, the Salomon QST Lux 92 Skis are an excellent choice.",All-Mountain,Intermediate-Advanced,Camber/Rocker/Camber,Medium,Partial Twin Tip,"Basalt, Carbon, Flax, Metal, Wood",2 Years
Ski,Line Skis Sick Day 104 Skis,$599.95,https://www.evo.com/outlet/skis/line-sick-day-104,"You wanna take a sick day or have a sick day? With Line Skis Sick Day 104 Skis, you can do both. These sick sticks are a jack of all trades, and they're a blast to ride no matter the conditions. At 104mm underfoot, they offer enough float to take full advantage of those untouched zones, but they have plenty of power under the hood for firmer stuff thanks to full length Carbon Magic Fingers that boost stability and response. Pray for pow but don't get hung up on it, the Sick Day 104s certainly won't.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Wood",2 Years
Ski,Salomon QST Lumen 99 Skis - Women's,$599.99,https://www.evo.com/outlet/skis/salomon-qst-lumen-99-womens,"The Salomon QST Lumen 99 Skis are the perfect tool for skiers who don't need a trail map to tell them where to go. Their 99mm waist and All Terrain Rocker profile provides an excellent platform for exploring new zones in fresh snow, but with Cork Damplifier inserts and a C/FX Carbon Flax Weave to keep the ride smooth and chatter-free at speed, they aren't above hitting your favorite groomers, either. For all mountain capability you can count on, look to the Salomon QST Lumen 99 Skis.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Flax, Metal, Wood",2 Years
Ski,Black Crows Serpo Skis 2023,$899.95,https://www.evo.com/skis/black-crows-serpo-2023,"The Black Crows Serpo Skis are all-mountain rippers with a frontside focus. They combine a moderate flex with titanal reinforcement to give you the best of both words. They're powerful and decisive on edge, perfect for ripping down groomers at speed, but they also are forgiving and versatile enough for some off-piste adventuring when the mood strikes you. If you're looking for an everyday ski that you can lay down some hip dragging carves with, the Serpo is what you need.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Flat,"Metal, Wood",2 Years
Ski,Black Crows Captis Skis 2023,$649.95,https://www.evo.com/skis/black-crows-captis-2023,"The all-mountain ease of the Black Crows Captis Skis will captivate you with it's style. These smooth-turning skis are like a finely honed fusion delicacy. They borrow a bit from freestyle skis, a bit from carving skis, and a bit from freeride skis to give you an all-around platform that can do anything in the resort with surprising simplicity. They feature a versatile mid-skinny 90mm waist, a gentle flex, and the right blend of camber underfoot and rocker at the tips and tails. Set the Captis free and unlock playful, progressive riding across the whole mountain.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,Wood,2 Years
Ski,Line Skis Pandora 104 Skis - Women's 2023,$649.95,https://www.evo.com/skis/line-pandora-104-womens-2023,"The Line Skis Pandora 104 Skis offer all-mountain excellence in a lightweight package. As one of the more traditional members of the Line family, these skis excel ripping groomers and riding hard around the resort. But it's still a Line ski, so you can expect a ton of pop, and a playful, nimble feel bouncing from edge to edge. Plus, the featherweight feel of the ski does more than provide a zippy ride - it also makes the Pandora 104 an excellent option as a stable, do-everything touring ski.","All-Mountain, Alpine Touring",Intermediate-Advanced,Rocker/Camber/Rocker,Short,Partial Twin Tip,"Carbon, Wood",2 Years
Ski,Head Kore 93 Skis 2023,$749.00,https://www.evo.com/skis/head-kore-93,"The Head Kore 93 Skis are a light and nimble choice for all-mountain skiers who relish a dash through the bumps or trees rather than a non-stop diet of groomers. The Kore 93 gets the same proven build package as the rest of the Kore skis, with a light Karuba-Poplar core, Graphene reinforecement, and Multilayer-Carbon Sandwich Cap Construction for the highest level of lightweight performance in the land, making it a great choice for those who want a lighter setup but don't want to sacrifice power for the downhill.","All-Mountain, Alpine Touring",Intermediate-Advanced,Rocker/Camber/Rocker,Short,,"Carbon, Graphene, Wood",1 Year
Ski,Black Diamond Helio Carbon 115 Skis,$949.95,https://www.evo.com/outlet/skis/black-diamond-helio-carbon-115,"Go ahead and book that guided trip to Hokkaido, and don't forget about your skis. Deep and light snow with nightly refills calls for a touring ski you don't often have a need for in other climates, and the Black Diamond Helio Carbon 115 Skis are one of the best options out there for a stick over 110mm wide that isn't an anchor on the skintrack. The guys at the factory in Mittersill probably laugh at anything over 105mm with a skin-clip slot in the tail, but be assured it's a thing, not just in Japan but anywhere in the western half of North America that gets the goods.","Big Mountain, Powder, Alpine Touring",Intermediate-Advanced,Rocker/Camber/Rocker,Long,Partial Twin Tip,"Carbon, Metal, Wood",1 Year
Ski,Armada ARV 86 Skis 2023,$449.95,https://www.evo.com/skis/armada-arv-86,"The Armada ARV 86 Skis are premium park skis from one of the most legendary freestyle brands in the industry. They have a perfect in-between flex that's springy yet pliable, perfect for loading up and boosting off. There's a ton of camber underfoot and just enough rocker in the tips and tails to make butters and presses a piece of cake. Plus they're made with oversized 2.5 mm impact edges that are built to take a beating.",Park & Pipe,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Full Twin Tip,Wood,2 Years
Ski,Dynastar M-Free 108 Skis 2023,$799.95,https://www.evo.com/skis/dynastar-m-free-108,"The Dynastar M-Free 108 Skis are hot stuff around our neck of the woods where the snow is deep and unpredictable and the terrain is steep and technical, and for good reason. They've got enough surface area to excel in anything up to a foot and a half of fresh, remarkable edgehold for a mid-fat 108mm waisted design, and an uncanny ability to master a variety of turn shapes depending on terrain and obstacles. A go-to choice for all-mountain experts who live for snowy steeps, the Dynastar M-Free 108 Skis are a stout, damp, and hard charging ski that still maintains that coveted playful, surfy feel.","All-Mountain, Big Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Foam, Wood",1 Year
Ski,Head Kore 97 Skis - Women's,$699.00,https://www.evo.com/outlet/skis/head-kore-97-w-womens,"The Head Kore 97 W Skis are the go-to choice for all-mountain adventure skiers who spend a fair amount of time in both the resort and the backcountry. As usual with Head, the lightweight Karuba-Poplar construction doesn't penalize the user with a loss of power and edgehold; these skis are fully at home in steep and challenging terrain and are surprisingly stable at high speeds. Whether you're looking to shed some grams on your inbounds setup or seeking a supremely capable touring ski, the Head Kore 97 W Skis are right on the money.","All-Mountain, Alpine Touring",Intermediate-Advanced,Rocker/Camber/Rocker,Short,Partial Twin Tip,"Carbon, Graphene, Wood",1 Year
Ski,Season Aero Skis 2023,$799.00,https://www.evo.com/skis/season-aero,"Being creative as a skier in a low tide month - or season - means coming at it with a versatile twin shape, good edgehold, and solid stability for the firm and fast. Enter the Season Aero Skis as evo's pick for best ski in this category, with its Karuba wood core, Titanal-reinforced construction, and plenty of tail rocker for travelling switch in style.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Metal, Wood",Limited Lifetime
Ski,Line Skis Blade Optic 96 Skis 2023,$699.95,https://www.evo.com/skis/line-blade-optic-96-2023,"Don't even try to get optics on these blades. You can't do it. They're too fast. It's like when an anime swordsman cuts a dude in half and they don't even realize it until their torso part is on the ground looking up at their leg part. That's the kind of optics we're talking about. When you're crushing down the mountain on your new Line Skis Blade Optic 96 Skis, some person will be like, ""Did you see that?"" and their friend will be like ""See what?"" And then sweet S tracks will materialize on the snow in front of them. Or maybe some figure 11's pointing straight off a massive booter. But you'll already be at the bottom, getting on the chair for another lap.",All-Mountain,Advanced-Expert,Rocker/Camber/Rocker,Medium,Full Twin Tip,"Metal, Wood",2 Years
Ski,Salomon QST 106 Skis 2023,$749.95,https://www.evo.com/skis/salomon-qst-106-2023,"The Salomon QST 106 Skis are a masterclass in ski design. Smooth taper into the tips, just the right amount of heft around the middle, and purposeful blunted tails. They're elegant and directional, meant to balance the demands for fun and practicality in a snow sliding device. They're lightweight and highly technical, but use a blend of natural materials like cork and flax fiber to counterbalance those that could lead to a twitchy feel when left alone, like carbon and ABS. They're a perfect synergy of art and science, nature and artifice, and the smooth S turns they leave across snow-swept landscapes are a testament to their success.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Flax, Wood",2 Years
Ski,Blizzard Bonafide 97 Skis,$749.95,https://www.evo.com/outlet/skis/blizzard-bonafide-97-2023,"Sure, hard and fast groomers are in the forecast but there's an outside chance of 8"" of fresh on Friday night — what ski do you bring? It's hard to argue with the Blizzard Bonafide 97 Skis as one of the best and most versatile choices on the market. Bomber edgehold, virtually no speed limit and limo-smooth ride quality are the attributes that go toward making the Bonafide the ""REAL DEAL.""",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Metal, Wood",1 Year
Ski,Season Nexus Skis 2023,$749.00,https://www.evo.com/skis/season-nexus,"Skiers in snowy locales know the drill well. Powder is always on your mind, but reality often presents itself in the form of crud, mank, leftovers, frozen debris and the like. The Season Nexus Skis are designed and built to shine in any conditions reality lays down, from the sublime to the heinous, and make your day better because of it. With a mid-100s waist and an all-directions tip and tail rocker spec, the Nexus is surprisingly quick edge-to-edge and tracks very well on groomed snow so you won't be a washout if all else fails and snow doesn't arrive as hoped for. Pray for pow, but nail down your insurance policy in the form of the Nexus; you won't be disappointed.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Full Twin Tip,Wood,Limited Lifetime
Ski,Fischer Ranger 102 Skis 2023,$849.99,https://www.evo.com/skis/fischer-ranger-102,"Up the ante on your every day with the all new Fischer Ranger 102 Skis. Designed to be agile, stable, and easy to steer, these lovingly developed planks feature Fischer's Freeski Rocker profile and a Titanal reinforced wood core. If you're ripping nooks and crannies in the West or Sailing through a fluffy day everywhere else, the Ranger 102 is the tool you need to ski more and worry less.","All-Mountain, Big Mountain",Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Metal, Wood",2 Years
Ski,Armada Short Pants Paradox Skis 2023,$799.95,https://www.evo.com/skis/armada-short-pants-paradox,"The days of shrink it and pink it are over. The fact is, people come in all shapes and sizes. And some of those people, in all of those sizes, are very good at skiing. Making hard charging skis that only fit bigger people never made much sense in the first place, so Armada want to even out the playing field. The Armada Short Pants Paradox Skis aren't women's skis, men's skis, or kids skis. These are big mountain skis that only come in a 168 or a 176. If those sound like nice lengths to you, and you like the sound of high speed fall line rippin' on a stable, playful platform, then there's really no paradox about it.",Big Mountain,Advanced-Expert,Rocker/Camber,Long,Flat,Wood,2 Years
Ski,K2 Mindbender 99 Ti Skis 2023,$749.95,https://www.evo.com/skis/k2-mindbender-99ti,"The K2 Mindbender 99Ti Skis bring the big mountain power and energy of the Mindbender 108Ti to a more versatile width for all mountain skiers. K2 know when they're onto a good thing, so changes have been kept to a minimum and laser targeted at fine-tuning their already impressive performace. Modifications to the signature Titanal Y-Beam improve turn initiation and edge-hold, and a small increase in tail rocker means they're a touch more forgiving than the previous generation. These skis are sturdy, stable, and fast down the fall line, with remarkably snappy edge to edge performance and a penchant for blasting chunder to smithereens. Outstanding.",All-Mountain,Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Metal, Wood",2 Years
Ski,Nordica Santa Ana 88 Skis - Women's 2023,$649.99,https://www.evo.com/skis/nordica-santa-ana-88-womens-2023,"Nobody does ""all-mountain"" like Nordica, and it shows in the popularity of their Santa Ana series. The Nordica Santa Ana 88 Skis are a favorite of experienced frontside skiers who spend most of their time on groomed snow, but love to veer off and play in the fresh when it snows. Tons of skiers love the intuitive maneuverability and silky smooth ride of the Santa Ana 88. We think you will, too!",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Short,Partial Twin Tip,"Metal, Wood",1 Year
Ski,Line Skis Blade Optic 92 Skis 2023,$549.95,https://www.evo.com/skis/line-blade-optic-92-2023,"The Line Skis Blade Optic 92 Skis are the narrowest option in the all-new Blade Optic series. They're hardpack shredding tools for people who don't like hardpack shredding tools. It's not a park ski: it has a directional flex profile and thrives on pure, unadulterated speed. But its not at all a traditional groomer ski either: it has a nearly centered -4.9cm mount point and a surprisingly featherweight feel. It's something in between. It's designed for playful East Coast chargers, or West Coast powder skiers on their days off. It's nimble, fast, and powerful, and it turns mellow days of ripping cord into the best days of the season.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Full Twin Tip,Wood,2 Years
Ski,K2 Mindbender 108 Ti Skis 2023,$799.95,https://www.evo.com/skis/k2-mindbender-108-ti-2023,"If the Mindbender series reaffirmed K2's status as an industry leader in the world of freeride, it's the 108 Ti that cemented it. The K2 Mindbender 108 Ti Skis are the burliest member of the family, delivering a powerful, smooth ride at the highest speeds while remaining nimble enough to navigate tight, technical terrain with composure and poise. K2 know when they're onto a good thing, so changes have been kept to a minimum and laser targeted at fine-tuning their already impressive performace. Modifications to the signature Titanal Y-Beam improve turn initiation and edge-hold, and a small increase in tail rocker means they're a touch more forgiving than the previous generation. A fantastic all-rounder for the modern freerider, the K2 Mindbender 108 Ti Skis are worthy of a place in any quiver.","All-Mountain, Big Mountain",Advanced-Expert,Rocker/Camber/Rocker,Long,Partial Twin Tip,"Metal, Wood",2 Years
Ski,K2 Reckoner 92 Skis - Women's 2023,$299.95,https://www.evo.com/skis/k2-reckoner-92-womens,"Tips up, gnar out! The K2 Reckoner 92 Skis are a twin-tip park pony that bucks around on features with ease and still packs enough power to gallop into the steeps, race around bumps, and circle back for end-of-day victory laps in the park. The women's specific, all-terrain twin rocker stays light underfoot but rigid and rowdy enough for all-mountain riding. Time to giddy-up to the slopes to take these girls for a spin!","Park & Pipe, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Short,Full Twin Tip,Wood,2 Years
Ski,Line Skis Blade Optic 104 Skis 2023,$749.95,https://www.evo.com/skis/line-blade-optic-104-2023,"The Line Skis Blade Optic 104 Skis are and all-new everyday freeride tool. They have a versatile waist width, playful mount point, and a metal laminate, giving them everything you need to charge hard in the morning and goof off in the afternoon. They're the perfect ski for a high level skier who doesn't need to be out crushing GS turns all day, but also doesn't want to be left undergunned when it's time to put the hammer down.",All-Mountain,Advanced-Expert,Rocker/Camber/Rocker,Medium,Full Twin Tip,"Metal, Wood",2 Years
Ski,Nordica Unleashed 108 Skis 2023,$799.99,https://www.evo.com/skis/nordica-unleashed-108,"Release your inner shred machine with the new Nordica Unleashed 108 Skis. This twin tip all mountain crusher is designed with traditional camber underfoot for a poppy and stable ride that supports you on deep days and down days alike. Built with terrain specific metal, a wood core, and shovel tip and tail rocker, this playful ride obliterates bumps while supporting switch tricks off whatever kickers you can find.",All-Mountain,Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Metal, Wood",1 Year
Ski,Nordica Unleashed 98 Skis 2023,$699.99,https://www.evo.com/skis/nordica-unleashed-98,"Elevate every day with the new Nordica Unleashed 98 Skis. This twin tip machine is designed to crush bumps, slash pow, and bring pop and play to your favorite tree runs. Constructed with traditional camber underfoot and a longer running base length, the Unleashed 98 is nimble and playful when you need it, damp and stable when you don't. Discover the power of the new Unleashed series and let your inner child run wild.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Metal, Wood",1 Year
Ski,Völkl Blaze 106 W Skis - Women's 2023,$649.99,https://www.evo.com/skis/volkl-blaze-106-w-womens,"Looking for a light platform to mount up with a tech or hybrid binding and go hunting for some distant pow turns? Take a hard look at the Völkl Blaze 106 W Skis, a lightweight option that doesn't forget you sometimes need edgehold to get to and from those pow turns unscathed. Or mount the Blaze 106 with an alpine binding and revel in the nimble capabilities of a ski that knows more mass doesn't always equal more fun. Either way, the 3D Radius sidecut and full sidewall construction get the job done, making sure you've got the security you demand when it gets dicey and easy turn initiation when snow conditions get funky.","All-Mountain, Big Mountain, Alpine Touring",Advanced-Expert,Rocker/Camber/Rocker,,Partial Twin Tip,"Metal, Wood",1 Year
Ski,Atomic Maven 93 C Skis - Women's 2023,$649.95,https://www.evo.com/skis/atomic-maven-93-c-womens-2023,"The all new Atomic Maven 93 C Skis are ready for some serious all mountain fun. Finely tuned for rippin' ladies, the Mavens combine Atomic's Omatic core construction with a deft Flow Profile that blends the perfect amount of rocker and camber for maximum edge contact through the turn. Whether you are getting up early to make your mark on fresh corduroy or finding your happy place off the beaten path, the Atomic Maven 93 C Skis will help you leave it all on the hill.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Flat,"Carbon, Wood",2 Years
Ski,Atomic Backland 107 Skis 2023,$749.95,https://www.evo.com/skis/atomic-backland-107-2023,"You're going out on big backcountry missions, so you need a ski that's lightweight, kick turns easily, and isn't a burden to bring up the skin track. But also, you're going out on big backcountry missions, so you need a ski that's composed down the fall line, predictable in tight spots, and powerful at speed. Basically, you're going out on big backcountry missions, so you need the Atomic Backland 107 Skis.",Alpine Touring,Advanced-Expert,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Carbon, Wood",2 Years
Ski,Dynastar M-Free 99 Skis 2023,$699.95,https://www.evo.com/skis/dynastar-m-free-99,"A unique blend of power and playfulness that are at home in any conditions, the Dynastar M-Free 99 Skis excel in mixed conditions when the snow's not deep enough to warrant a 108mm waist but not firm or smooth enough to go all-in on a narrow groomer model. The perfect choice when there's a bit of everything on the menu and you want to sample it all, the M-Free 99 is a great example of the new breed of lighter freeride skis that shred hard in all conditions.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Partial Twin Tip,"Foam, Wood",1 Year
Ski,Völkl Revolt 95 Skis 2023,$449.99,https://www.evo.com/skis/volkl-revolt-95,"When it comes to blending high level trickery and big time amplitude, there's nothing better than the quality and stability of theVölkl Revolt 95 Skis. Here's a park ride you can confidently take anywhere on the mountain from sketchy steeps to blower pow and feel totally at ease. Full sidewall construction with a Mini Cap at the tips and tails for durability and a classic Völkl Multilayer Woodcore mean the Revolt 95 will still be kicking years down the road.","Park & Pipe, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Medium,Full Twin Tip,Wood,1 Year
Ski,K2 Mindbender 99 Ti Skis - Women's 2023,$749.95,https://www.evo.com/skis/k2-mindbender-99ti-womens,"The all-new, woman's specific K2 Mindbender 99Ti Skis are designed for the gals who do it all. These skis do more than bend and stretch in technical terrain - they might be mind readers. You can practically think where you want to go and they'll take you there. From expert terrain to untouched corduroy groomers, the Titanal Y-Beam technology provides unmatched edge to edge speed and grip, all while remaining extremely stable. All techy talk aside - we dare you to put these skis to the test. They won't disappoint!",All-Mountain,Advanced-Expert,Rocker/Camber/Rocker,Short,Partial Twin Tip,"Koroyd, Wood",2 Years
Ski,Head Kore 103 Skis - Women's,$749.00,https://www.evo.com/outlet/skis/head-kore-103-w-womens,"The Head Kore 103 W Skis are the unicorn in the woodpile - light enough to tackle day-long tours, stout enough to charge like your life depends on it, and nimble enough to negotiate those narrow couloir lines you've dreamed about for years. Destined to be mounted up with a hybrid touring binding and cherished by adventure buffs from the PNW to the Alps, the Kore 103s deserve a spot in your quiver, even if it's a quiver of one.","All-Mountain, Big Mountain, Alpine Touring",Advanced-Expert,Rocker/Camber/Rocker,Short,Partial Twin Tip,"Carbon, Graphene, Wood",1 Year
